ScientificName,AGCP,AW,CB,EMP,GP,HI,MW,NCNE,WMVC,AK,CommonName
Navarretia tagetina,,FACW,,,,,,,FAC,,Marigold Pincushion-Plant
Navarretia willamettensis,,,,,,,,,FACW,,Willamette Valley Phlox
Nectandra hihua,,,FACW,,,,,,,,Shinglewood
Nectandra membranacea,,,FAC,,,,,,,,Sweetwood
Nectandra patens,,,FAC,,,,,,,,Capberry
Nectandra turbacensis,,,FACU,,,,,,,,Laurel-Amarillo
Nelsonia canescens,FAC,,FACW,,,,,,,,Blue Pussyleaf
Nelumbo lutea,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,,American Lotus
Nelumbo nucifera,OBL,,,OBL,OBL,,OBL,OBL,,,Sacred Lotus
Nemastylis floridana,OBL,,,,,,,,,,Fall-Flowering Pleatleaf
Nemopanthus mucronatus,OBL,,,OBL,,,OBL,OBL,,,Catberry
Nemophila aphylla,FACW,,,FACW,FAC,,FACW,,,,Small-Flower Baby-Blue-Eyes
Nemophila pedunculata,,FAC,,,,,,,FAC,,Meadow Baby-Blue-Eyes
Neoholmgrenia andina,,UPL,,,FACU,,,,UPL,,_?_
Neokochia americana,,FAC,,,FAC,,,,FACU,,Green-Molly
Neokochia californica,,FACW,,,,,,,FACW,,California-Molly
Neolaugeria resinosa,,,FACU,,,,,,,,Aquilon
Neorudolphia volubilis,,,FAC,,,,,,,,Bejuco-de-Alambre
Neostapfia colusana,,OBL,,,,,,,OBL,,Colusa Grass
Neottia auriculata,,,,,,,,FACW,,,Auricled Twayblade
Neottia banksiana,,FACU,,,FACU,,,,FACU,FACU,Northwestern Twayblade
Neottia bifolia,FACW,,,FACW,FACW,,,FACW,,,Southern Twayblade
Neottia borealis,,FACW,,,,,,,FACW,FACU,Northern Twayblade
Neottia convallarioides,,FAC,,,FACW,,,FACW,FAC,FACU,Broad-Lip Twayblade
Neottia cordata,FACW,FACW,,FACW,FACU,,FACW,FACW,FAC,FACU,Heart-Leaf Twayblade
Neottia smallii,,,,FACW,,,,FACW,,,Kidney-Leaf Twayblade
Nepeta cataria,FACU,FACU,,FACU,FACU,,FACU,FACU,FACU,FAC,Catnip
Nephrolepis X copelandii,,,,,,FACU,,,,,_?_
Nephrolepis X medlerae,,,,,,FACU,,,,,_?_
Nephrolepis brownii,FAC,,FACU,,,FAC,,,,,Asian Sword Fern
Nephrolepis cordifolia,FAC,,UPL,,,FAC,,,,,Narrow Sword Fern
Nephrolepis exaltata,FAC,FACU,FAC,,FACU,FACU,,,,,Boston Sword Fern
Nephrolepis falcata,FACU,,FACU,,,FACU,,,,,Fish-Tail Sword Fern
Nephrolepis hirsutula,,,,,,FAC,,,,,Scaly Sword Fern
Nephrolepis rivularis,,,FACW,,,,,,,,Streamside Sword Fern
Nephrophyllidium crista-galli,,,,,,,,,OBL,OBL,Deer-Cabbage
Nepsera aquatica,,,FACW,,,,,,,,Altea
Neptunia lutea,FACU,,,FACU,FACU,,FACU,,,,Yellow Puff
Neptunia microcarpa,,,,,FAC,,,,,,Little-Fruit Puff
Neptunia oleracea,OBL,,OBL,FACW,,,,,,,Garden Puff
Neptunia plena,FACW,,FACW,,FACW,,,,,,Water-Dead-and-Awake
Neptunia pubescens,FAC,,,,FAC,,,,,,Tropical Puff
Nervilia aragoana,,,,,,FAC,,,,,_?_
Nervilia jacksoniae,,,,,,FAC,,,,,_?_
Nervilia platychila,,,,,,FACW,,,,,_?_
Nesaea longipes,FACW,FACW,,,FACW,,,,,,Stalkflower
Neurolaena lobata,,,FAC,,,FACU,,,,,Sepi
Neyraudia reynaudiana,FAC,,,,,,,,,,Silk-Reed
Nicotiana attenuata,,FACU,,,FAC,,,,FACU,,Coyote Tobacco
Nicotiana glauca,FAC,FAC,,FAC,FAC,UPL,FAC,,FAC,,Tree Tobacco
Nicotiana obtusifolia,FACU,FACU,,FACU,FACU,,,,FACU,,Desert Tobacco
Nicotiana plumbaginifolia,FAC,,,FAC,FAC,,,,,,Tex-Mex Tobacco
Nicotiana quadrivalvis,,FACU,,,,,,FACU,FACU,,Indian Tobacco
Nicotiana repanda,FAC,FAC,,,FAC,,,,,,Fiddle-Leaf Tobacco
Nicotiana tabacum,UPL,UPL,UPL,UPL,UPL,FACU,FACU,UPL,,,Cultivated Tobacco
Nitrophila mohavensis,,FACW,,,,,,,FACW,,Amargosa Niterwort
Nitrophila occidentalis,,FACW,,,,,,,FACW,,Boraxweed
Nolina atopocarpa,FAC,,,,,,,,,,Florida Bear-Grass
Nomaphila stricta,,,,,OBL,,,,,,Stiff Bear-Grass
Nopalea cochenillifera,UPL,,UPL,,,FACU,,,,,Cochineal Nopal Cactus
Nothocestrum longifolium,,,,,,FACU,,,,,Long-Leaf Aiea
Nothoperanema rubiginosum,,,,,,FAC,,,,,Serpent Frilly Fern
Nothoscordum bivalve,FACU,FACU,,FACU,FACU,,FACU,,FACU,,Crowpoison
Nuphar X rubrodisca,OBL,,,OBL,,,OBL,OBL,,,_?_
Nuphar advena,OBL,,,OBL,OBL,,OBL,OBL,,,Yellow Pond-Lily
Nuphar microphylla,OBL,,,OBL,,,OBL,OBL,,,_?_
Nuphar polysepala,,OBL,,,OBL,,,,OBL,OBL,_?_
Nuphar sagittifolia,OBL,,,OBL,,,,OBL,,,_?_
Nuphar variegata,OBL,,,OBL,OBL,,OBL,OBL,OBL,,_?_
Nymphaea X daubenyana,OBL,,,,,OBL,,,,,_?_
Nymphaea X marliacea,,,,OBL,,,,,,,_?_
Nymphaea X thiona,OBL,OBL,,OBL,,,,,,,_?_
Nymphaea alba,,OBL,,,,,,,OBL,,European White Water-Lily
Nymphaea amazonum,,,OBL,,,,,,,,Amazon Water-Lily
Nymphaea ampla,OBL,,OBL,,OBL,,,,,,Dot-Leaf Water-Lily
Nymphaea caerulea,,,,,,OBL,,,,,Blue-Lotus
Nymphaea capensis,OBL,,,,,OBL,,,,,Cape Blue Water-Lily
Nymphaea conardii,,,OBL,,,,,,,,Round-Leaf Water-Lily
Nymphaea elegans,OBL,,,,OBL,,,,,,Tropical Royal-Blue Water-Lily
Nymphaea jamesoniana,OBL,,OBL,,,,,,,,James' Water-Lily
Nymphaea leibergii,,,,,OBL,,,OBL,OBL,,Dwarf Water-Lily
Nymphaea lotus,OBL,,,,,OBL,,,,,White Egyptian-Lotus
Nymphaea mexicana,OBL,OBL,,OBL,OBL,,,,OBL,,Banana Water-Lily
Nymphaea odorata,OBL,OBL,OBL,OBL,OBL,,OBL,OBL,OBL,OBL,American White Water-Lily
Nymphaea rudgeana,,,OBL,,,,,,,,Rudge's Water-Lily
Nymphaea tetragona,,,,,,,,,OBL,OBL,Pygmy Water-Lily
Nymphoides aquatica,OBL,,,OBL,OBL,,,,,,Big Floatingheart
Nymphoides cordata,OBL,,,OBL,,,,OBL,,,Little Floatingheart
Nymphoides cristata,OBL,,,,,,,,,,Crested Flatingheart
Nymphoides humboldtiana,,,,,OBL,,,,,,_?_
Nymphoides indica,OBL,,OBL,,,,,,,,Water-Snowflake
Nymphoides peltata,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,,Yellow Floatingheart
Nypa fruticans,,,,,,OBL,,,,,_?_
Nyssa aquatica,OBL,,,OBL,OBL,,OBL,,,,Water Tupelo
Nyssa biflora,OBL,,,FACW,OBL,,,OBL,,,Swamp Tupelo
Nyssa ogeche,OBL,,,OBL,,,,,,,Ogeechee Tupelo
Nyssa sylvatica,FAC,,,FAC,FAC,,FAC,FAC,,,Black Tupelo
Ochrosia oppositifolia,,,,,,FACU,,,,,_?_
Ocimum basilicum,FACU,UPL,UPL,UPL,,FACU,FACU,UPL,,,Sweet Basil
Oclemena X blakei,FACW,,,FACW,,,,FACW,,,_?_
Oclemena acuminata,UPL,,,FACU,,,,FACU,,,Whorled Nodding-Aster
Oclemena nemoralis,FACW,,,FACW,,,,OBL,,,Bog Nodding-Aster
Oclemena reticulata,FAC,,,,,,,,,,Pine-Barren Nodding-Aster
Ocotea floribunda,,,FAC,,,,,,,,Laurel-Espada
Ocotea foeniculacea,,,FACW,,,,,,,,Palo-Santo
Ocotea moschata,,,FACW,,,,,,,,Nemoca
Ocotea nemodaphne,,,FACW,,,,,,,,Laurel-Sassafras
Ocotea portoricensis,,,FACW,,,,,,,,Laurel-de-Paloma
Ocotea spathulata,,,FACW,,,,,,,,Nemoca-Cimarrona
Ocotea wrightii,,,FACW,,,,,,,,Wright's Laurel-Canelon
Odontonema nitidum,,,FACW,,,,,,,,Shrubby Toothedthread
Odontonema tubiforme,,,UPL,,,FACU,,,,,Firespike
Odontosoria chinensis,,,,,,FAC,,,,,Chinese Parsley Fern
Odontosoria scandens,,,FACW,,,,,,,,Border Parsley Fern
Oemleria cerasiformis,,FACU,,,,,,,FACU,,Oso-Berry
Oenanthe aquatica,OBL,,,OBL,,,OBL,OBL,,,Fine-Leaf Water-Dropwort
Oenanthe javanica,OBL,,,OBL,,,OBL,OBL,,,Water-Celery
Oenanthe sarmentosa,,OBL,,,,,OBL,,OBL,OBL,Pacific Water-Dropwort
Oenothera biennis,FACU,FACU,,FACU,FACU,FACU,FACU,FACU,FACU,,King's-Cureall
Oenothera canescens,FAC,FAC,,,FAC,,,,FAC,,Spotted Evening-Primrose
Oenothera coloradensis,,FACW,,,FAC,,,,FACW,,_?_
Oenothera curtiflora,UPL,FACU,,UPL,UPL,,UPL,FACU,FACU,,Velvetweed
Oenothera elata,FACW,FACW,,FACU,FACW,,FACW,,FACW,,Hooker's Evening-Primrose
Oenothera flava,FACU,FAC,,,FACW,,,,FAC,,Long-Tube Evening-Primrose
Oenothera fruticosa,FACU,,,FAC,FAC,,FACU,FACU,,,Narrow-Leaf Evening-Primrose
Oenothera gaura,FACU,,,FACU,,,FACU,FACU,,,Biennial Evening-Primrose
Oenothera jamesii,FACW,FACW,,,FACW,,,,,,Trumpet Evening-Primrose
Oenothera kunthiana,FACU,FACU,,,FACU,UPL,,,,,Kunth's Evening-Primrose
Oenothera laciniata,FACU,FAC,,FACU,FACU,UPL,FACU,FACU,FAC,,Cut-Leaf Evening-Primrose
Oenothera longissima,,OBL,,,,,,,OBL,,Long-Stem Evening-Primrose
Oenothera organensis,,OBL,,,,,,,,,Organ Mountain Evening-Primrose
Oenothera parviflora,FACU,,,FACU,FACU,,FACU,FACU,,,Northern Evening-Primrose
Oenothera perennis,FAC,,,FAC,FAC,,FAC,FAC,FAC,,Small Evening-Primrose
Oenothera pilosella,FACU,,,FAC,,,FAC,FAC,,,Meadow Evening-Primrose
Oenothera rhombipetala,FACU,FACU,,FACU,FACU,,FACU,FACU,,,Greater Four-Point Evening-Primrose
Oenothera rosea,FACW,FACW,,,FACW,,,,FACW,,Rose Evening-Primrose
Oenothera tetraptera,FAC,,,,FAC,,,,,,Four-Wing Evening-Primrose
Oenothera texensis,,FACW,,,,,,,,,Texas Evening-Primrose
Oenothera villosa,FACU,FAC,,FAC,FACU,,FAC,FAC,FAC,,Hairy Evening-Primrose
Oldenlandia boscii,FACW,,,FACW,FACW,,OBL,,,,Bosc's Mille-Graines
Oldenlandia corymbosa,FAC,,FAC,FAC,,FACU,,,,,Flat-Top Mille-Graines
Oldenlandia uniflora,FACW,,FACW,FACW,FACW,,FACW,FACW,,,Clustered Mille-Graines
Oldenlandiopsis callitrichoides,FACW,,FACW,,,FACU,,,,,Creeping-Bluet
Oleandra articulata,,,FACW,,,,,,,,Oleander Fern
Olfersia cervina,,,FAC,,,,,,,,Woodland Island Fern
Olsynium douglasii,,FACU,,,,,,,FACU,,Grasswidow
Olyra latifolia,,,FACU,,,,,,,,Carrycillo
Oncidium ensatum,FACW,,,,,,,,,,Florida Dancing-Lady Orchid
Oncosiphon piluliferum,,FACU,,,,,,,FACU,,Stinknet
Onoclea sensibilis,FACW,,,FACW,FACW,,FACW,FACW,FACW,,Sensitive Fern
Operculina turpethum,,,,,,FACU,,,,,St. Thomas Lidpod
Ophioglossum californicum,,FAC,,,FAC,,,,FAC,,California Adder's-Tongue
Ophioglossum crotalophoroides,FAC,,,FAC,FAC,,UPL,,,,Bulbous Adder's-Tongue
Ophioglossum engelmannii,FACU,FACW,,FACU,FACU,,FACU,,,,Limestone Adder's-Tongue
Ophioglossum nudicaule,FAC,,,FAC,,FAC,,,,,Least Adder's-Tongue
Ophioglossum petiolatum,FAC,,,FAC,FACW,FACU,,,,,Long-Stem Adder's-Tongue
Ophioglossum pusillum,FACW,FACW,,FACW,FACW,,FACW,FACW,FACW,FACW,Northern Adder's-Tongue
Ophioglossum reticulatum,,,OBL,,,,,,,,Netted Adder's-Tongue
Ophioglossum vulgatum,FACW,FAC,,FACW,FACW,,FACW,FACW,,,Southern Adder's-Tongue
Oplismenus compositus,,,UPL,,,FACU,,,,,Running Mountain Grass
Oplismenus hirtellus,FAC,,FACU,FACU,FACU,FAC,FACU,,,,Long-Leaf Basket Grass
Oplopanax horridus,,FAC,,,FACU,,,FACW,FAC,FACU,Devil's-Club
Opuntia stricta,UPL,,UPL,UPL,FACU,,,,,,Erect Prickly-Pear
Orbexilum pedunculatum,FACU,,,FACU,FACU,,FACU,FACU,,,Sampson's-Snakeroot
Orbexilum simplex,FAC,,,FAC,FAC,,FAC,,,,Single-Stem Leather-Root
Orbexilum virgatum,FACU,,,,,,,,,,Pineland Leather-Root
Orcuttia californica,,OBL,,,,,,,,,California Orcutt Grass
Orcuttia inaequalis,,OBL,,,,,,,OBL,,San Joaquin Valley Orcutt Grass
Orcuttia pilosa,,OBL,,,,,,,OBL,,Hairy Orcutt Grass
Orcuttia tenuis,,OBL,,,,,,,OBL,,Slender Orcutt Grass
Orcuttia viscida,,OBL,,,,,,,,,Sacramento Orcutt Grass
Oreobolus furcatus,,,,,,FACW,,,,,Hawaii Island Sedge
Oreostemma alpigenum,,FAC,,,,,,,FAC,,Tundra Mountaincrown
Oreostemma elatum,,FACW,,,,,,,FACW,,Plumas Mountaincrown
Ornithogalum caudatum,FACU,,,FACU,,,,,,,False Sea-Onion
Ornithogalum umbellatum,FACU,FACU,,FACU,FACU,,FACU,FACU,FACU,,Sleepydick
Orobanche riparia,FACW,FACW,,FACW,FACW,,FACW,,FACW,,River Broom-Rape
Orobanche uniflora,FACU,FACU,,FACU,UPL,,UPL,UPL,FACU,UPL,Naked Broom-Rape
Orogenia fusiformis,,FACW,,,,,,,FACW,,California Indian-Potato
Orontium aquaticum,OBL,,,OBL,,,OBL,OBL,,,Goldenclub
Orthilia secunda,FAC,FACU,,FAC,FACU,,FAC,FAC,FACU,FACU,Sidebells
Orthocarpus bracteosus,FACW,FAC,,,,,,FACW,FACW,,Rosy Owl-Clover
Orthocarpus luteus,,FACU,,,FACU,,FACU,FACU,FACU,,Golden-Tongue Owl-Clover
Oryza latifolia,,,OBL,,,,,,,,Broad-Leaf Rice
Oryza rufipogon,FACW,,,,,,,,,,Brown-Beard Rice
Oryza sativa,OBL,OBL,OBL,OBL,OBL,OBL,OBL,,OBL,,Cultivated Rice
Osmorhiza berteroi,,FACU,,,FACU,,FACU,FACU,FACU,FACU,Mountain Sweet-Cicely
Osmorhiza claytonii,FACU,,,FACU,FACU,,FACU,FACU,,,Hairy Sweet-Cicely
Osmorhiza longistylis,FAC,FACU,,FACU,FAC,,FACU,FACU,FACU,,Aniseroot
Osmorhiza purpurea,,FAC,,,FAC,,,,FAC,FACU,Purple Sweet-Cicely
Osmunda X ruggii,,,,FACW,,,,FACW,,,_?_
Osmunda claytoniana,FAC,,,FAC,FAC,,FAC,FAC,,,Interrupted Fern
Osmunda spectabilis,OBL,,,OBL,OBL,,OBL,OBL,,,Royal Fern
Osmundastrum cinnamomeum,FACW,,OBL,FACW,FACW,,FACW,FACW,,,Cinnamon Fern
Ostrya knowltonii,,FAC,,,FAC,,,,FAC,,Knowlton's Hop-Hornbeam
Ostrya virginiana,FACU,,,FACU,FACU,,FACU,FACU,FACU,,Eastern Hop-Hornbeam
Ottelia alismoides,OBL,OBL,,OBL,,,,,OBL,,Duck-Lettuce
Ouratea striata,,,FACW,,,,,,,,Guanabanilla
Oxalis corniculata,UPL,FACU,FACU,FACU,FACU,FACU,FACU,FACU,FACU,FACU,Creeping Yellow Wood-Sorrel
Oxalis dillenii,FACU,FACU,,FACU,FACU,,FACU,FACU,FACU,,Slender Yellow Wood-Sorrel
Oxalis montana,,,,FAC,,,FACU,FACU,,,Sleeping-Beauty
Oxalis oregana,,FACU,,,,,,,FACU,,Redwood-Sorrel
Oxalis stricta,UPL,FACU,,FACU,FACU,,FACU,FACU,FACU,,Upright Yellow Wood-Sorrel
Oxalis trilliifolia,,FAC,,,,,,,FAC,,Trillium-Leaf Wood-Sorrel
Oxandra lanceolata,,,FAC,,,,,,,,Black-Lancewood
Oxandra laurifolia,,,FAC,,,,,,,,Haya
Oxycaryum cubense,OBL,,OBL,,,,,,,,Cuban-Bulrush
Oxydendrum arboreum,FACU,,,UPL,,,FACU,FACU,,,Sourwood
Oxygraphis glacialis,,,,,,,,,,FACW,Kamchatka-Buttercup
Oxypolis canbyi,OBL,,,,,,,,,,Canby's Cowbane
Oxypolis fendleri,,FACW,,,FACW,,,,FACW,,Fendler's Cowbane
Oxypolis occidentalis,,OBL,,,,,,,OBL,,Western Cowbane
Oxypolis rigidior,OBL,,,OBL,OBL,,OBL,OBL,,,Stiff Cowbane
Oxypolis ternata,OBL,,,FACW,,,,,,,Piedmont Cowbane
Oxyria digyna,,FACU,,,FAC,,,FACW,FACU,FACU,Mountain-Sorrel
Oxyspora paniculata,,,,,,FACU,,,,,Bristletips
Oxytropis deflexa,,FACU,,,FACU,,,,FACU,FACU,Pendant-Pod Locoweed
Oxytropis lambertii,FACU,UPL,,FACU,UPL,,FACU,FACU,UPL,,Stemless Locoweed
Oxytropis oreophila,,FACU,,,,,,,FACU,,Mountain Locoweed
Oxytropis parryi,,FACU,,,FACU,,,,FACU,,Parry's Locoweed
Oxytropis splendens,,FAC,,,FACU,,FACU,,FAC,UPL,Whorled Locoweed
Ozomelis diversifolia,,FAC,,,,,,,FAC,,Angle-Leaf Mitrewort
Ozomelis trifida,,FAC,,,FAC,,,,FAC,FAC,Pacific Mitrewort
Packera anonyma,FACU,,,UPL,,,UPL,UPL,,,Small's Groundsel
Packera aurea,FACW,,,FACW,FACW,,FACW,FACW,,,Golden Groundsel
Packera bernardina,,FACU,,,,,,,,,San Bernardino Groundsel
Packera bolanderi,,FAC,,,,,,,FACU,,Bolander's Groundsel
Packera clevelandii,,FACW,,,,,,,FACW,,Cleveland's Groundsel
Packera crocata,,FAC,,,FAC,,,,FAC,,Saffron Groundsel
Packera debilis,,FACW,,,FACW,,,,FACW,,Weak-Stem Groundsel
Packera dimorphophylla,,FACU,,,FACU,,,,FAC,,Two-Leaf Groundsel
Packera glabella,OBL,,,OBL,FACW,,FACW,FACW,,,Cress-Leaf Groundsel
Packera hartiana,,FACW,,,FACW,,,,FACW,,Hart's Groundsel
Packera heterophylla,,FACU,,,FACU,,,,FACU,UPL,Dwarf Arctic Groundsel
Packera indecora,,FACW,,,FACW,,,FACW,FACW,FACU,Rayless Mountain Groundsel
Packera macounii,,FACU,,,,,,,FACU,,Siskiyou Mountain Groundsel
Packera obovata,FACU,FACU,,FACU,FACU,,FACU,FACU,,,Round-Leaf Groundsel
Packera pauciflora,,FAC,,,FAC,,,FACU,FAC,FAC,Rayless Alpine Groundsel
Packera paupercula,FACW,FACW,,FAC,FAC,,FAC,FAC,FACW,FAC,Balsam Groundsel
Packera plattensis,FACU,UPL,,FACU,FACU,,FACU,FACU,UPL,,Prairie Groundsel
Packera pseudaurea,,FACW,,FACW,FACW,,FACW,FACW,FACW,,Streambank Groundsel
Packera schweinitziana,,,,FACW,,,,FACW,,,Schweinitz's Groundsel
Packera spellenbergii,,UPL,,,FACU,,,,FACU,,Carrizo Creek Groundsel
Packera streptanthifolia,,FACU,,,UPL,,,,FACU,UPL,Rocky Mountain Groundsel
Packera subnuda,,FACW,,,OBL,,,,FACW,FAC,Buek's Groundsel
Packera tampicana,FACW,FACW,,FACW,FACW,,FACW,,,,Great Plains Groundsel
Packera tomentosa,FACU,,,FACU,FACU,,,,,,Woolly Groundsel
Paederia foetida,FACU,,,FACU,,UPL,,,,,Chinese Fevervine
Palhinhaea cernua,FACW,,FACU,FAC,,FAC,,,,,Monkey's Paw
Palicourea alpina,,,FACU,,,,,,,,Tafetan
Palicourea crocea,,,FAC,,,,,,,,Red Cappel
Palicourea guianensis,,,FACU,,,,,,,,Showy Cappel
Palisota bracteosa,,,,,,FACU,,,,,Loko Toawombi
Palmerella debilis,,FACW,,,,,,,,,Blue Lobelia
Pancratium maritimum,,FACU,,,,,,,,,Sea-Daffodil
Pandanus dubius,,,,,,FACU,,,,,_?_
Pandanus tectorius,,,FACW,,,FAC,,,,,Tahitian Screw-Pine
Panicum amarum,FAC,FACU,,FACU,FACU,,,FACU,,,Bitter Panic Grass
Panicum bergii,FACW,,,,FACW,,,,,,Berg's Panic Grass
Panicum bisulcatum,FACW,,,FACW,,,,,,,Japanese Panic Grass
Panicum brachyanthum,FAC,,,FAC,FACU,,FAC,,,,Prairie Panic Grass
Panicum capillare,FAC,FACU,FACU,FAC,FAC,,FAC,FAC,FAC,,Common Panic Grass
Panicum coloratum,FACW,FACW,,,FAC,,,,,,Blue Panic Grass
Panicum dichotomiflorum,FACW,FACW,FAC,FACW,FAC,FACU,FACW,FACW,FACW,,Fall Panic Grass
Panicum diffusum,FAC,,FAC,,FAC,,,,,,West Indian Panic Grass
Panicum elephantipes,,,OBL,,,,,,,,Elephant Panic Grass
Panicum flexile,FAC,FAC,,FACU,FACW,,FACW,FACW,FAC,,Wiry Panic Grass
Panicum gattingeri,FAC,,,FAC,,,FAC,FAC,,,Gattinger's Panic Grass
Panicum ghiesbreghtii,FACW,,FACW,,FACW,,,,,,Ghiesbreght's Panic Grass
Panicum hallii,FACU,UPL,,FACU,FACU,,,,UPL,,Hall's Panic Grass
Panicum hemitomon,OBL,,,FACW,OBL,,,,,,Maiden-Cane
Panicum hillmanii,,FACU,,,FACU,,FAC,,FACU,,Hillman's Panic Grass
Panicum lacustre,FACW,,,,,,,,,,Lake Panic Grass
Panicum lineale,,,,,,FACU,,,,,Kauai Panic Grass
Panicum longivaginatum,,,,,,FAC,,,,,Long-Sheath Panic Grass
Panicum paludosum,OBL,,,OBL,,,,,,,Marsh Panic Grass
Panicum parvifolium,,,OBL,,,,,,,,Small-Flower Panic Grass
Panicum philadelphicum,FAC,,,FAC,FAC,,FACW,FAC,,,Philadelphia Panic Grass
Panicum repens,FACW,FAC,,FACW,FAC,FAC,,,,,Torpedo Grass
Panicum schiffneri,,,FAC,,,,,,,,Schiffner's Panic Grass
Panicum stevensianum,,,FACW,,,,,,,,Stevens' Panic Grass
Panicum trichanthum,,,FACU,,,,,,,,Thicket Panic Grass
Panicum verrucosum,FACW,,,FACW,FACW,,FACW,FACW,,,Warty Panic Grass
Panicum virgatum,FAC,FACW,,FAC,FAC,,FAC,FAC,FACW,,Wand Panic Grass
Papaver macounii,,,,,,,,,,FACU,Macoun's Poppy
Papaver walpolei,,,,,,,,,,FACU,Walpole's Poppy
Pappophorum pappiferum,,,FACU,,,,,,,,Limestone Pappus Grass
Paraderris elliptica,,,,,,FACU,,,,,Tubaroot
Parapholis incurva,FACU,FACU,,FACU,FACU,,FACU,FACU,FACU,,Curved Sickle Grass
Parapholis strigosa,,OBL,,,,,,,OBL,,European Sickle Grass
Parathelypteris nevadensis,,FAC,,,,,,,FAC,,_?_
Parathelypteris noveboracensis,FAC,,,FAC,,,FAC,FAC,,,New York Fern
Parathelypteris simulata,OBL,,,FACW,,,FACW,FACW,,,Bog Fern
Parathesis crenulata,,,FACW,,,,,,,,Scratchthroat
Parentucellia viscosa,FAC,FAC,,FAC,FAC,UPL,,,FAC,,Yellow Glandweed
Parietaria floridana,FAC,,,FAC,FACU,,,FACU,,,Florida Pellitory
Parietaria hespera,,FACU,,,FACU,,,,FACU,,Rillita Pellitory
Parietaria pensylvanica,FACU,FACU,,FACU,FAC,,FACU,FACU,FACU,,Pennsylvania Pellitory
Parietaria praetermissa,FACU,,,FAC,,,,,,,Clustered Pellitory
Parkinsonia aculeata,FAC,FAC,FAC,,FAC,FACU,,,FAC,,Mexican Palo-Verde
Parnassia asarifolia,OBL,,,OBL,OBL,,,,,,Kidney-Leaf Grass-of-Parnassus
Parnassia caroliniana,OBL,,,OBL,,,,,,,Carolina Grass-of-Parnassus
Parnassia cirrata,,OBL,,,,,,,OBL,,San Bernardino Grass-of-Parnassus
Parnassia fimbriata,,OBL,,,OBL,,,,OBL,FACW,Fringed Grass-of-Parnassus
Parnassia glauca,OBL,,,OBL,OBL,,OBL,OBL,,,Fen Grass-of-Parnassus
Parnassia grandifolia,OBL,,,OBL,OBL,,,,,,Large-Leaf Grass-of-Parnassus
Parnassia kotzebuei,,OBL,,,OBL,,,,OBL,FACW,Kotzebue's Grass-of-Parnassus
Parnassia palustris,,OBL,,,OBL,,OBL,OBL,OBL,FACW,Marsh Grass-of-Parnassus
Parnassia parviflora,,OBL,,,OBL,,OBL,OBL,OBL,OBL,Small-Flower Grass-of-Parnassus
Paronychia ahartii,,FAC,,,,,,,FACU,,Ahart's Nailwort
Parthenium hysterophorus,FAC,FAC,FAC,FAC,FAC,UPL,FAC,UPL,,,Santa Maria Feverfew
Parthenocissus inserta,FACU,FACU,,FACU,FAC,,FACU,FACU,FACU,,Thicket-Creeper
Parthenocissus quinquefolia,FACU,FAC,,FACU,FACU,,FACU,FACU,FAC,,Virginia-Creeper
Pascopyrum smithii,FACU,FAC,,UPL,FACU,,FACU,FACU,FACU,UPL,Western-Wheat Grass
Paspalidium geminatum,OBL,,OBL,OBL,OBL,,OBL,,,,Egyptian Water Crown Grass
Paspalum acuminatum,OBL,,,OBL,OBL,,,,,,Brook Crown Grass
Paspalum bifidum,FACW,,,FACW,FAC,,FACW,,,,Pitchfork Crown Grass
Paspalum blodgettii,FAC,,UPL,,,,,,,,Blodgett's Crown Grass
Paspalum boscianum,FACW,,FAC,FACW,FACW,,,,,,Bull Crown Grass
Paspalum caespitosum,FAC,,UPL,,,,,,,,Blue Crown Grass
Paspalum conjugatum,FAC,,FAC,,FAC,FAC,,,,,Sour Crown Grass
Paspalum decumbens,,,FAC,,,,,,,,Decumbent Crown Grass
Paspalum densum,,,OBL,,,,,,,,Dense Crown Grass
Paspalum denticulatum,OBL,,,OBL,OBL,,,,,,Pull-and-Be-Damned
Paspalum dilatatum,FAC,FAC,FAC,FAC,FAC,FACU,FAC,,FAC,,Golden Crown Grass
Paspalum dissectum,OBL,,,OBL,OBL,,OBL,,,,Mudbank Crown Grass
Paspalum distichum,OBL,FACW,OBL,FACW,FACW,FACW,OBL,,FACW,,Jointed Crown Grass
Paspalum fasciculatum,,,FACW,,,,,,,,Mexican Crown Grass
Paspalum fimbriatum,FAC,,FAC,,,FAC,,,,,Panama Crown Grass
Paspalum floridanum,FACW,,,FACW,FACW,,FACW,FACW,,,Florida Crown Grass
Paspalum hartwegianum,FACW,,,,FACW,,,,,,Hartweg's Crown Grass
Paspalum laeve,FACW,,,FAC,FACW,,FACW,FAC,,,Field Crown Grass
Paspalum millegrana,,,FACW,,,,,,,,Paja-Brava
Paspalum modestum,OBL,,,,,,,,,,Water Crown Grass
Paspalum monostachyum,FACW,,,,FACW,,,,,,Gulf Dune Crown Grass
Paspalum notatum,FACU,FAC,FAC,FACU,FAC,UPL,FACU,,,,Bahia Grass
Paspalum orbiculatum,FAC,,OBL,FAC,,,,,,,Circular Crown Grass
Paspalum paniculatum,FAC,,FAC,,,UPL,,,,,Arrocillo
Paspalum plicatulum,FAC,FAC,FAC,,FAC,,,,,,Brown-Seed Crown Grass
